date,co,no,no2,o3,so2,pm2_5,pm10,nh3
5/18/2022,1949.3 µmole,0.0 µmole,71.3 µmole,24.7 µmole,52.9 µmole,147.1 µmole,290.9 µmole,30.9 µmole
5/18/2022,1575.5 µmole,0.0 µmole,54.2 µmole,29.3 µmole,43.4 µmole,129.7 µmole,265.1 µmole,27.6 µmole
5/18/2022,1201.6 µmole,0.0 µmole,38.0 µmole,39.3 µmole,35.8 µmole,114.1 µmole,247.8 µmole,24.8 µmole
5/18/2022,934.6 µmole,0.0 µmole,27.8 µmole,51.5 µmole,29.6 µmole,103.5 µmole,233.0 µmole,22.6 µmole
5/18/2022,827.8 µmole,0.0 µmole,23.0 µmole,57.9 µmole,27.9 µmole,100.4 µmole,222.4 µmole,22.0 µmole
5/19/2022,834.5 µmole,0.0 µmole,22.6 µmole,57.9 µmole,29.8 µmole,102.5 µmole,214.9 µmole,23.1 µmole
5/19/2022,1041.4 µmole,0.2 µmole,31.5 µmole,50.1 µmole,37.2 µmole,115.5 µmole,218.2 µmole,26.6 µmole
5/19/2022,1575.5 µmole,4.4 µmole,50.7 µmole,41.5 µmole,52.9 µmole,142.2 µmole,244.7 µmole,33.9 µmole
5/19/2022,2082.8 µmole,11.1 µmole,67.9 µmole,63.7 µmole,72.5 µmole,169.6 µmole,273.1 µmole,39.5 µmole
5/19/2022,1695.6 µmole,6.4 µmole,58.3 µmole,155.9 µmole,86.8 µmole,164.5 µmole,268.2 µmole,31.4 µmole
5/19/2022,1562.1 µmole,3.6 µmole,48.0 µmole,268.9 µmole,94.4 µmole,185.3 µmole,293.9 µmole,27.4 µmole
5/19/2022,1468.7 µmole,1.8 µmole,35.3 µmole,406.3 µmole,95.4 µmole,225.8 µmole,337.0 µmole,24.1 µmole
5/19/2022,881.2 µmole,0.9 µmole,16.3 µmole,349.0 µmole,51.0 µmole,167.6 µmole,292.6 µmole,13.6 µmole
5/19/2022,634.2 µmole,0.8 µmole,11.8 µmole,286.1 µmole,33.4 µmole,126.5 µmole,259.4 µmole,9.5 µmole
5/19/2022,527.4 µmole,0.8 µmole,10.1 µmole,240.3 µmole,25.8 µmole,106.2 µmole,240.8 µmole,8.2 µmole
5/19/2022,527.4 µmole,1.1 µmole,13.5 µmole,200.3 µmole,25.5 µmole,95.1 µmole,230.0 µmole,9.1 µmole
5/19/2022,620.8 µmole,1.5 µmole,21.3 µmole,174.5 µmole,30.3 µmole,91.7 µmole,226.2 µmole,10.9 µmole
5/19/2022,707.6 µmole,1.3 µmole,28.8 µmole,145.9 µmole,32.0 µmole,86.5 µmole,221.8 µmole,11.9 µmole
5/19/2022,1255.0 µmole,0.7 µmole,52.8 µmole,103.0 µmole,41.0 µmole,98.8 µmole,240.5 µmole,18.8 µmole
5/19/2022,2136.2 µmole,0.0 µmole,78.1 µmole,55.8 µmole,62.9 µmole,132.6 µmole,291.0 µmole,31.7 µmole
5/19/2022,2910.6 µmole,0.0 µmole,98.7 µmole,24.3 µmole,83.9 µmole,170.1 µmole,347.2 µmole,43.1 µmole
5/19/2022,3578.2 µmole,1.3 µmole,112.4 µmole,6.6 µmole,106.8 µmole,211.9 µmole,407.6 µmole,52.2 µmole
5/19/2022,3845.2 µmole,2.7 µmole,113.8 µmole,3.1 µmole,120.2 µmole,241.2 µmole,449.1 µmole,55.2 µmole
5/19/2022,3311.2 µmole,0.6 µmole,96.0 µmole,11.0 µmole,106.8 µmole,228.7 µmole,428.4 µmole,47.1 µmole
5/19/2022,2483.4 µmole,0.0 µmole,71.3 µmole,30.0 µmole,84.9 µmole,194.1 µmole,368.7 µmole,34.5 µmole
5/19/2022,2189.6 µmole,0.0 µmole,63.8 µmole,40.8 µmole,81.1 µmole,183.9 µmole,338.9 µmole,29.6 µmole
5/19/2022,2082.8 µmole,0.0 µmole,61.0 µmole,41.8 µmole,80.1 µmole,183.4 µmole,329.6 µmole,28.1 µmole
5/19/2022,2162.9 µmole,0.0 µmole,61.7 µmole,30.0 µmole,72.5 µmole,180.1 µmole,322.8 µmole,29.6 µmole
5/19/2022,2056.1 µmole,0.0 µmole,57.6 µmole,21.1 µmole,62.0 µmole,161.5 µmole,294.8 µmole,29.6 µmole
5/20/2022,1642.2 µmole,0.0 µmole,45.9 µmole,33.3 µmole,55.3 µmole,138.8 µmole,264.5 µmole,26.9 µmole
5/20/2022,1508.7 µmole,0.3 µmole,46.6 µmole,42.9 µmole,59.1 µmole,134.3 µmole,263.8 µmole,27.4 µmole
5/20/2022,2029.4 µmole,6.5 µmole,67.9 µmole,40.4 µmole,76.3 µmole,154.5 µmole,299.8 µmole,34.5 µmole
5/20/2022,2697.0 µmole,17.7 µmole,93.2 µmole,57.2 µmole,98.2 µmole,180.1 µmole,340.4 µmole,41.0 µmole
5/20/2022,2136.2 µmole,11.2 µmole,82.9 µmole,125.9 µmole,118.3 µmole,164.1 µmole,321.9 µmole,36.0 µmole
5/20/2022,2002.7 µmole,6.1 µmole,70.6 µmole,243.2 µmole,125.9 µmole,187.1 µmole,340.9 µmole,35.5 µmole
5/20/2022,1762.4 µmole,2.6 µmole,48.0 µmole,406.3 µmole,120.2 µmole,233.7 µmole,380.8 µmole,32.2 µmole
5/20/2022,707.6 µmole,1.0 µmole,14.4 µmole,274.7 µmole,42.0 µmole,120.2 µmole,241.6 µmole,12.2 µmole
5/20/2022,417.2 µmole,0.8 µmole,8.3 µmole,194.6 µmole,19.1 µmole,72.5 µmole,179.5 µmole,6.5 µmole
5/20/2022,350.5 µmole,0.8 µmole,7.2 µmole,168.8 µmole,14.1 µmole,58.1 µmole,153.1 µmole,5.1 µmole
5/20/2022,337.1 µmole,0.8 µmole,7.6 µmole,150.2 µmole,13.4 µmole,52.1 µmole,139.1 µmole,4.5 µmole
5/20/2022,373.8 µmole,0.9 µmole,11.1 µmole,140.2 µmole,17.2 µmole,51.4 µmole,135.5 µmole,5.1 µmole
5/20/2022,480.7 µmole,0.7 µmole,17.7 µmole,147.3 µmole,25.3 µmole,63.6 µmole,152.1 µmole,7.1 µmole
5/20/2022,1401.9 µmole,0.3 µmole,59.0 µmole,138.8 µmole,54.4 µmole,132.0 µmole,243.8 µmole,20.3 µmole
5/20/2022,2510.1 µmole,0.0 µmole,91.9 µmole,84.4 µmole,80.1 µmole,200.1 µmole,336.6 µmole,35.5 µmole
5/20/2022,3231.1 µmole,0.0 µmole,109.7 µmole,43.3 µmole,95.4 µmole,247.4 µmole,403.5 µmole,46.1 µmole
5/20/2022,3231.1 µmole,0.0 µmole,102.8 µmole,30.4 µmole,89.7 µmole,250.3 µmole,412.1 µmole,47.6 µmole
5/20/2022,2563.5 µmole,0.0 µmole,78.8 µmole,36.8 µmole,69.6 µmole,208.5 µmole,353.5 µmole,41.5 µmole
5/20/2022,1762.4 µmole,0.0 µmole,53.5 µmole,59.4 µmole,48.2 µmole,161.4 µmole,272.6 µmole,31.2 µmole
5/20/2022,1228.3 µmole,0.0 µmole,34.3 µmole,94.4 µmole,35.8 µmole,139.8 µmole,219.6 µmole,22.3 µmole
5/20/2022,1081.5 µmole,0.0 µmole,25.4 µmole,115.9 µmole,33.9 µmole,142.1 µmole,212.3 µmole,18.5 µmole
5/20/2022,1001.4 µmole,0.0 µmole,21.6 µmole,130.2 µmole,35.8 µmole,147.2 µmole,221.2 µmole,16.0 µmole
5/20/2022,921.3 µmole,0.0 µmole,19.2 µmole,137.3 µmole,36.2 µmole,150.0 µmole,231.5 µmole,14.4 µmole
5/20/2022,894.6 µmole,0.0 µmole,17.7 µmole,128.8 µmole,34.3 µmole,149.6 µmole,231.5 µmole,16.7 µmole
5/21/2022,921.3 µmole,0.0 µmole,18.2 µmole,110.2 µmole,32.4 µmole,150.7 µmole,226.5 µmole,21.5 µmole
5/21/2022,1081.5 µmole,0.1 µmole,23.3 µmole,93.0 µmole,33.4 µmole,160.1 µmole,230.0 µmole,26.9 µmole
5/21/2022,1361.9 µmole,1.5 µmole,33.2 µmole,89.4 µmole,38.6 µmole,178.9 µmole,249.2 µmole,30.4 µmole
5/21/2022,1428.6 µmole,3.1 µmole,35.6 µmole,131.6 µmole,43.4 µmole,187.4 µmole,264.6 µmole,27.1 µmole
5/21/2022,754.4 µmole,1.6 µmole,16.1 µmole,164.5 µmole,27.9 µmole,122.2 µmole,227.2 µmole,12.5 µmole
5/21/2022,640.9 µmole,1.2 µmole,12.7 µmole,186.0 µmole,26.0 µmole,111.0 µmole,225.3 µmole,10.9 µmole
5/21/2022,587.5 µmole,1.1 µmole,11.5 µmole,214.6 µmole,25.3 µmole,105.8 µmole,225.9 µmole,10.3 µmole
5/21/2022,440.6 µmole,0.7 µmole,9.3 µmole,183.1 µmole,18.4 µmole,80.7 µmole,210.6 µmole,7.7 µmole
5/21/2022,363.8 µmole,0.6 µmole,9.1 µmole,145.9 µmole,14.8 µmole,62.7 µmole,188.5 µmole,6.1 µmole
5/21/2022,350.5 µmole,0.4 µmole,10.3 µmole,130.2 µmole,14.7 µmole,57.2 µmole,177.8 µmole,5.9 µmole
5/21/2022,360.5 µmole,0.2 µmole,12.2 µmole,120.2 µmole,15.5 µmole,57.4 µmole,180.3 µmole,5.8 µmole
5/21/2022,393.9 µmole,0.2 µmole,15.6 µmole,111.6 µmole,18.4 µmole,61.4 µmole,190.2 µmole,6.2 µmole
5/21/2022,423.9 µmole,0.1 µmole,17.8 µmole,105.9 µmole,19.8 µmole,61.8 µmole,190.4 µmole,6.4 µmole
5/21/2022,1668.9 µmole,4.1 µmole,78.8 µmole,31.1 µmole,43.4 µmole,97.0 µmole,244.2 µmole,21.3 µmole
5/21/2022,3391.3 µmole,39.3 µmole,93.2 µmole,0.2 µmole,80.1 µmole,167.4 µmole,346.6 µmole,42.1 µmole
5/21/2022,4646.3 µmole,68.0 µmole,89.1 µmole,0.0 µmole,107.8 µmole,238.0 µmole,447.0 µmole,58.3 µmole
5/21/2022,5928.0 µmole,93.9 µmole,90.5 µmole,0.0 µmole,137.3 µmole,318.9 µmole,555.1 µmole,74.0 µmole
5/21/2022,7583.6 µmole,130.5 µmole,90.5 µmole,0.0 µmole,164.0 µmole,426.5 µmole,680.3 µmole,78.0 µmole
5/21/2022,7476.8 µmole,121.6 µmole,96.0 µmole,0.0 µmole,146.9 µmole,432.0 µmole,672.6 µmole,59.8 µmole
5/21/2022,4379.3 µmole,39.8 µmole,108.3 µmole,0.0 µmole,92.5 µmole,257.6 µmole,441.2 µmole,36.5 µmole
5/21/2022,3177.6 µmole,16.3 µmole,100.1 µmole,0.0 µmole,66.8 µmole,194.4 µmole,343.2 µmole,30.9 µmole
5/21/2022,2269.7 µmole,5.4 µmole,80.9 µmole,0.7 µmole,49.6 µmole,150.7 µmole,269.7 µmole,28.1 µmole
5/21/2022,1735.7 µmole,1.4 µmole,61.0 µmole,3.9 µmole,40.5 µmole,127.4 µmole,226.9 µmole,26.6 µmole
5/21/2022,1522.1 µmole,0.3 µmole,48.7 µmole,10.6 µmole,37.7 µmole,120.4 µmole,209.0 µmole,25.8 µmole
5/22/2022,1535.4 µmole,0.3 µmole,45.9 µmole,12.7 µmole,38.2 µmole,124.8 µmole,208.2 µmole,26.6 µmole
5/22/2022,1922.6 µmole,5.0 µmole,54.2 µmole,6.3 µmole,44.4 µmole,144.6 µmole,230.9 µmole,32.4 µmole
5/22/2022,2830.5 µmole,24.4 µmole,67.9 µmole,11.8 µmole,61.0 µmole,185.1 µmole,282.2 µmole,42.6 µmole
5/22/2022,3337.9 µmole,27.3 µmole,94.6 µmole,45.8 µmole,75.3 µmole,215.4 µmole,316.0 µmole,45.1 µmole
5/22/2022,1215.0 µmole,4.7 µmole,45.9 µmole,174.5 µmole,74.4 µmole,126.4 µmole,206.2 µmole,17.5 µmole
5/22/2022,974.7 µmole,2.5 µmole,29.5 µmole,243.2 µmole,64.9 µmole,127.5 µmole,211.1 µmole,14.4 µmole
5/22/2022,867.8 µmole,1.6 µmole,22.6 µmole,300.4 µmole,62.9 µmole,140.4 µmole,228.7 µmole,13.2 µmole
5/22/2022,634.2 µmole,0.9 µmole,12.7 µmole,283.2 µmole,41.5 µmole,120.7 µmole,215.2 µmole,10.0 µmole
5/22/2022,520.7 µmole,0.7 µmole,9.9 µmole,254.6 µmole,29.3 µmole,103.6 µmole,205.0 µmole,8.7 µmole
5/22/2022,507.4 µmole,0.7 µmole,10.0 µmole,251.8 µmole,27.7 µmole,100.0 µmole,208.6 µmole,8.5 µmole
5/22/2022,507.4 µmole,0.6 µmole,10.7 µmole,243.2 µmole,28.4 µmole,99.4 µmole,213.3 µmole,8.1 µmole
5/22/2022,600.8 µmole,0.5 µmole,15.8 µmole,274.7 µmole,43.9 µmole,118.6 µmole,228.1 µmole,8.0 µmole
5/22/2022,721.0 µmole,0.2 µmole,21.8 µmole,314.7 µmole,70.6 µmole,154.1 µmole,246.6 µmole,8.0 µmole
5/22/2022,794.4 µmole,0.1 µmole,25.0 µmole,228.9 µmole,65.8 µmole,141.0 µmole,208.4 µmole,10.3 µmole
5/22/2022,787.7 µmole,0.0 µmole,26.1 µmole,143.1 µmole,54.4 µmole,110.1 µmole,170.5 µmole,12.2 µmole
5/22/2022,847.8 µmole,0.0 µmole,25.4 µmole,133.0 µmole,51.5 µmole,118.0 µmole,170.7 µmole,14.8 µmole
5/22/2022,834.5 µmole,0.0 µmole,24.7 µmole,127.3 µmole,47.2 µmole,119.6 µmole,179.1 µmole,16.5 µmole
5/22/2022,781.1 µmole,0.0 µmole,25.0 µmole,115.9 µmole,43.9 µmole,102.8 µmole,168.5 µmole,17.5 µmole
5/22/2022,747.7 µmole,0.0 µmole,22.6 µmole,115.9 µmole,36.7 µmole,93.6 µmole,146.6 µmole,16.5 µmole
5/22/2022,714.3 µmole,0.0 µmole,18.9 µmole,108.7 µmole,30.5 µmole,93.6 µmole,137.5 µmole,15.2 µmole
5/22/2022,714.3 µmole,0.0 µmole,18.0 µmole,97.3 µmole,30.5 µmole,95.1 µmole,134.2 µmole,16.0 µmole
5/22/2022,714.3 µmole,0.0 µmole,16.3 µmole,88.7 µmole,29.3 µmole,93.3 µmole,128.5 µmole,17.2 µmole
5/22/2022,707.6 µmole,0.0 µmole,17.1 µmole,80.8 µmole,36.2 µmole,86.9 µmole,120.5 µmole,18.2 µmole
5/22/2022,701.0 µmole,0.0 µmole,19.2 µmole,71.5 µmole,47.7 µmole,81.2 µmole,113.5 µmole,19.3 µmole
5/23/2022,734.3 µmole,0.0 µmole,21.8 µmole,64.4 µmole,52.5 µmole,78.5 µmole,107.6 µmole,20.3 µmole
5/23/2022,847.8 µmole,0.1 µmole,26.4 µmole,60.8 µmole,50.1 µmole,77.0 µmole,97.9 µmole,19.3 µmole
5/23/2022,1068.1 µmole,1.8 µmole,38.0 µmole,56.5 µmole,59.6 µmole,83.8 µmole,102.2 µmole,18.2 µmole
5/23/2022,1188.3 µmole,5.9 µmole,45.2 µmole,62.9 µmole,77.3 µmole,93.4 µmole,110.0 µmole,13.2 µmole
5/23/2022,1108.2 µmole,4.7 µmole,37.0 µmole,85.1 µmole,66.8 µmole,97.7 µmole,113.5 µmole,9.5 µmole
5/23/2022,988.0 µmole,3.4 µmole,32.9 µmole,107.3 µmole,65.8 µmole,95.3 µmole,111.1 µmole,9.3 µmole
5/23/2022,881.2 µmole,3.3 µmole,31.2 µmole,127.3 µmole,70.6 µmole,90.2 µmole,103.1 µmole,8.4 µmole
5/23/2022,754.4 µmole,3.2 µmole,28.1 µmole,143.1 µmole,70.6 µmole,81.0 µmole,89.9 µmole,6.0 µmole
5/23/2022,707.6 µmole,2.2 µmole,20.9 µmole,173.1 µmole,57.7 µmole,74.9 µmole,83.4 µmole,5.6 µmole
5/23/2022,654.2 µmole,1.5 µmole,15.4 µmole,191.7 µmole,43.4 µmole,70.9 µmole,79.7 µmole,5.5 µmole
5/23/2022,687.6 µmole,1.5 µmole,18.2 µmole,168.8 µmole,35.8 µmole,67.1 µmole,76.6 µmole,6.8 µmole
5/23/2022,767.7 µmole,1.2 µmole,25.7 µmole,144.5 µmole,35.3 µmole,63.3 µmole,73.3 µmole,7.9 µmole
5/23/2022,894.6 µmole,0.3 µmole,34.6 µmole,133.0 µmole,36.7 µmole,65.8 µmole,76.6 µmole,9.3 µmole
5/23/2022,1028.1 µmole,0.0 µmole,39.1 µmole,115.9 µmole,40.1 µmole,67.6 µmole,80.4 µmole,11.3 µmole
5/23/2022,1121.5 µmole,0.0 µmole,38.7 µmole,101.6 µmole,41.0 µmole,70.0 µmole,83.5 µmole,13.4 µmole
5/23/2022,1134.9 µmole,0.0 µmole,37.0 µmole,93.0 µmole,40.1 µmole,71.8 µmole,84.4 µmole,13.6 µmole
5/23/2022,1148.2 µmole,0.0 µmole,34.6 µmole,91.6 µmole,38.6 µmole,75.3 µmole,89.0 µmole,13.7 µmole
5/23/2022,1268.4 µmole,0.0 µmole,37.7 µmole,80.1 µmole,43.4 µmole,82.5 µmole,98.6 µmole,14.2 µmole
5/23/2022,1215.0 µmole,0.0 µmole,36.7 µmole,65.8 µmole,43.4 µmole,79.7 µmole,94.8 µmole,11.4 µmole
5/23/2022,1001.4 µmole,0.0 µmole,30.9 µmole,65.1 µmole,38.6 µmole,67.7 µmole,77.2 µmole,7.1 µmole
5/23/2022,847.8 µmole,0.0 µmole,27.4 µmole,66.5 µmole,37.7 µmole,59.0 µmole,65.5 µmole,6.0 µmole
5/23/2022,660.9 µmole,0.0 µmole,20.6 µmole,83.7 µmole,31.0 µmole,45.5 µmole,49.8 µmole,4.8 µmole
5/23/2022,647.5 µmole,0.0 µmole,17.5 µmole,93.0 µmole,28.6 µmole,46.4 µmole,49.9 µmole,3.8 µmole
5/23/2022,701.0 µmole,0.0 µmole,18.9 µmole,88.0 µmole,30.0 µmole,51.0 µmole,55.0 µmole,4.1 µmole
5/24/2022,754.4 µmole,0.0 µmole,22.3 µmole,82.3 µmole,33.4 µmole,54.4 µmole,59.6 µmole,4.8 µmole
5/24/2022,867.8 µmole,0.1 µmole,28.8 µmole,77.3 µmole,38.2 µmole,60.8 µmole,68.4 µmole,6.5 µmole
5/24/2022,1054.8 µmole,2.0 µmole,34.6 µmole,64.4 µmole,43.9 µmole,68.1 µmole,78.6 µmole,9.4 µmole
5/24/2022,1108.2 µmole,4.4 µmole,35.0 µmole,68.0 µmole,45.8 µmole,72.4 µmole,82.9 µmole,10.8 µmole
5/24/2022,834.5 µmole,3.0 µmole,24.0 µmole,104.4 µmole,35.8 µmole,63.3 µmole,70.6 µmole,7.9 µmole
5/24/2022,721.0 µmole,2.5 µmole,20.6 µmole,123.0 µmole,34.8 µmole,55.5 µmole,62.7 µmole,7.4 µmole
5/24/2022,680.9 µmole,2.1 µmole,19.0 µmole,143.1 µmole,35.8 µmole,55.9 µmole,63.5 µmole,7.5 µmole
5/24/2022,634.2 µmole,1.6 µmole,15.1 µmole,165.9 µmole,31.5 µmole,61.2 µmole,98.7 µmole,7.2 µmole
5/24/2022,614.2 µmole,1.5 µmole,14.9 µmole,181.7 µmole,31.0 µmole,72.1 µmole,156.8 µmole,7.1 µmole
5/24/2022,654.2 µmole,1.6 µmole,16.8 µmole,211.7 µmole,36.7 µmole,86.0 µmole,190.7 µmole,7.7 µmole
5/24/2022,841.1 µmole,2.0 µmole,26.7 µmole,257.5 µmole,56.7 µmole,112.6 µmole,228.8 µmole,10.4 µmole
5/24/2022,1201.6 µmole,2.6 µmole,49.4 µmole,297.6 µmole,101.1 µmole,156.4 µmole,271.5 µmole,15.1 µmole
5/24/2022,1281.7 µmole,2.4 µmole,66.5 µmole,248.9 µmole,137.3 µmole,151.7 µmole,225.5 µmole,15.3 µmole
5/24/2022,1148.2 µmole,1.0 µmole,57.6 µmole,151.6 µmole,111.6 µmole,99.7 µmole,132.2 µmole,15.6 µmole
5/24/2022,1255.0 µmole,0.0 µmole,49.4 µmole,95.8 µmole,78.2 µmole,83.8 µmole,108.8 µmole,20.0 µmole
5/24/2022,1375.2 µmole,0.0 µmole,50.0 µmole,71.5 µmole,72.5 µmole,86.3 µmole,114.2 µmole,24.1 µmole
5/24/2022,1548.8 µmole,0.0 µmole,52.8 µmole,63.7 µmole,66.8 µmole,96.6 µmole,129.0 µmole,26.9 µmole
5/24/2022,1815.8 µmole,0.0 µmole,56.2 µmole,55.8 µmole,59.6 µmole,113.6 µmole,152.2 µmole,29.1 µmole
5/24/2022,1842.5 µmole,0.0 µmole,57.6 µmole,50.1 µmole,51.0 µmole,117.2 µmole,156.5 µmole,25.3 µmole
5/24/2022,1922.6 µmole,0.0 µmole,65.1 µmole,33.3 µmole,39.1 µmole,122.3 µmole,161.7 µmole,18.0 µmole
5/24/2022,2136.2 µmole,0.2 µmole,67.9 µmole,17.3 µmole,33.9 µmole,138.7 µmole,181.4 µmole,14.8 µmole
5/24/2022,2269.7 µmole,0.6 µmole,64.4 µmole,9.7 µmole,33.4 µmole,153.8 µmole,198.9 µmole,14.6 µmole
5/24/2022,2536.8 µmole,3.1 µmole,64.4 µmole,2.7 µmole,38.2 µmole,176.7 µmole,227.1 µmole,16.0 µmole
5/24/2022,2937.3 µmole,9.7 µmole,66.5 µmole,0.2 µmole,43.9 µmole,212.2 µmole,269.7 µmole,15.6 µmole
5/25/2022,3391.3 µmole,18.8 µmole,69.2 µmole,0.0 µmole,50.1 µmole,248.8 µmole,314.8 µmole,15.2 µmole
5/25/2022,3845.2 µmole,34.0 µmole,66.5 µmole,0.6 µmole,56.7 µmole,272.7 µmole,353.6 µmole,19.0 µmole
5/25/2022,4753.1 µmole,63.5 µmole,68.6 µmole,4.7 µmole,69.6 µmole,311.9 µmole,418.2 µmole,32.4 µmole
5/25/2022,5554.2 µmole,62.6 µmole,106.9 µmole,22.7 µmole,81.1 µmole,350.2 µmole,469.9 µmole,45.6 µmole
5/25/2022,1789.1 µmole,17.9 µmole,98.7 µmole,101.6 µmole,211.7 µmole,166.8 µmole,237.3 µmole,17.0 µmole
5/25/2022,1361.9 µmole,13.2 µmole,89.1 µmole,153.1 µmole,215.5 µmole,161.0 µmole,234.5 µmole,11.3 µmole
5/25/2022,1321.8 µmole,8.1 µmole,76.8 µmole,231.7 µmole,204.1 µmole,190.3 µmole,262.8 µmole,9.3 µmole
5/25/2022,1268.4 µmole,3.3 µmole,47.3 µmole,340.5 µmole,158.3 µmole,219.5 µmole,283.2 µmole,8.2 µmole
5/25/2022,1174.9 µmole,1.2 µmole,23.7 µmole,417.7 µmole,109.7 µmole,218.1 µmole,268.7 µmole,9.4 µmole
5/25/2022,1121.5 µmole,0.9 µmole,19.0 µmole,423.4 µmole,86.8 µmole,206.2 µmole,248.8 µmole,9.5 µmole
5/25/2022,1028.1 µmole,0.9 µmole,19.4 µmole,371.9 µmole,66.8 µmole,169.6 µmole,203.2 µmole,9.8 µmole
5/25/2022,934.6 µmole,1.1 µmole,23.0 µmole,297.6 µmole,53.9 µmole,128.9 µmole,154.2 µmole,10.3 µmole
5/25/2022,921.3 µmole,1.1 µmole,28.8 µmole,228.9 µmole,47.2 µmole,100.8 µmole,120.8 µmole,10.9 µmole
5/25/2022,1415.3 µmole,0.7 µmole,56.2 µmole,155.9 µmole,53.9 µmole,106.9 µmole,133.7 µmole,18.2 µmole
5/25/2022,2162.9 µmole,0.0 µmole,78.8 µmole,97.3 µmole,65.8 µmole,137.5 µmole,181.1 µmole,28.9 µmole
5/25/2022,2510.1 µmole,0.0 µmole,80.2 µmole,75.1 µmole,69.6 µmole,160.4 µmole,215.4 µmole,34.5 µmole
5/25/2022,3070.8 µmole,0.0 µmole,91.9 µmole,53.6 µmole,76.3 µmole,201.4 µmole,270.9 µmole,42.6 µmole
5/25/2022,4112.2 µmole,0.6 µmole,117.9 µmole,16.5 µmole,87.7 µmole,269.5 µmole,362.9 µmole,52.2 µmole
5/25/2022,4806.5 µmole,7.7 µmole,126.1 µmole,1.1 µmole,88.7 µmole,317.5 µmole,425.6 µmole,52.2 µmole
5/25/2022,5180.4 µmole,19.7 µmole,120.6 µmole,0.0 µmole,78.2 µmole,348.9 µmole,469.3 µmole,44.1 µmole
5/25/2022,5874.6 µmole,33.5 µmole,115.2 µmole,0.0 µmole,72.5 µmole,401.2 µmole,536.0 µmole,42.1 µmole
5/25/2022,6568.9 µmole,43.8 µmole,111.0 µmole,0.0 µmole,70.6 µmole,455.6 µmole,600.8 µmole,42.1 µmole
5/25/2022,6942.8 µmole,47.8 µmole,109.7 µmole,0.0 µmole,68.7 µmole,493.6 µmole,636.5 µmole,41.0 µmole
5/25/2022,7049.6 µmole,47.4 µmole,109.7 µmole,0.0 µmole,63.9 µmole,507.0 µmole,643.1 µmole,38.5 µmole
5/26/2022,6942.8 µmole,48.3 µmole,106.9 µmole,0.0 µmole,59.1 µmole,511.9 µmole,640.8 µmole,32.9 µmole
5/26/2022,6942.8 µmole,62.6 µmole,100.1 µmole,0.5 µmole,62.0 µmole,509.3 µmole,640.1 µmole,35.0 µmole
5/26/2022,8438.1 µmole,114.4 µmole,105.6 µmole,3.9 µmole,81.1 µmole,580.7 µmole,741.3 µmole,54.7 µmole
5/26/2022,10360.7 µmole,137.7 µmole,181.0 µmole,18.2 µmole,98.2 µmole,700.1 µmole,889.2 µmole,66.9 µmole
5/26/2022,2136.2 µmole,10.8 µmole,91.9 µmole,161.7 µmole,160.2 µmole,236.0 µmole,286.7 µmole,15.1 µmole
5/26/2022,1562.1 µmole,4.6 µmole,55.5 µmole,271.8 µmole,129.7 µmole,212.4 µmole,248.8 µmole,11.5 µmole
5/26/2022,1482.0 µmole,1.9 µmole,33.2 µmole,406.3 µmole,117.3 µmole,251.2 µmole,284.2 µmole,11.2 µmole
5/26/2022,1295.1 µmole,1.0 µmole,20.2 µmole,452.0 µmole,93.5 µmole,231.8 µmole,258.7 µmole,11.8 µmole
5/26/2022,1094.8 µmole,0.9 µmole,17.3 µmole,417.7 µmole,74.4 µmole,184.3 µmole,204.9 µmole,11.7 µmole
5/26/2022,1014.7 µmole,0.9 µmole,17.5 µmole,383.4 µmole,67.7 µmole,162.9 µmole,181.0 µmole,11.2 µmole
5/26/2022,1148.2 µmole,1.4 µmole,27.4 µmole,354.8 µmole,72.5 µmole,158.5 µmole,178.4 µmole,13.6 µmole
5/26/2022,1455.3 µmole,2.0 µmole,45.2 µmole,314.7 µmole,79.2 µmole,160.2 µmole,184.2 µmole,17.5 µmole
5/26/2022,1762.4 µmole,2.0 µmole,65.8 µmole,248.9 µmole,82.0 µmole,153.6 µmole,182.0 µmole,21.3 µmole
5/26/2022,3391.3 µmole,2.4 µmole,139.8 µmole,110.2 µmole,101.1 µmole,209.1 µmole,263.5 µmole,40.5 µmole
5/26/2022,5661.0 µmole,12.2 µmole,183.7 µmole,7.4 µmole,129.7 µmole,324.4 µmole,421.0 µmole,65.9 µmole
5/26/2022,7156.4 µmole,44.7 µmole,160.4 µmole,0.0 µmole,141.1 µmole,422.9 µmole,556.6 µmole,81.1 µmole
5/26/2022,7049.6 µmole,46.5 µmole,141.2 µmole,0.0 µmole,127.8 µmole,438.9 µmole,589.6 µmole,79.0 µmole
5/26/2022,6034.9 µmole,37.1 µmole,119.3 µmole,0.0 µmole,106.8 µmole,399.8 µmole,540.6 µmole,68.9 µmole
5/26/2022,4539.5 µmole,24.4 µmole,100.1 µmole,0.2 µmole,79.2 µmole,311.1 µmole,417.8 µmole,51.7 µmole
5/26/2022,1976.0 µmole,0.0 µmole,60.3 µmole,39.3 µmole,48.2 µmole,157.5 µmole,209.8 µmole,29.1 µmole
5/26/2022,1468.7 µmole,0.0 µmole,44.6 µmole,52.9 µmole,39.1 µmole,123.9 µmole,162.4 µmole,24.3 µmole
5/26/2022,1228.3 µmole,0.0 µmole,34.3 µmole,60.8 µmole,32.4 µmole,109.1 µmole,140.2 µmole,23.1 µmole
