date,co,no,no2,o3,so2,pm2_5,pm10,nh3
5/10/2022,2750.4 µmole,0.0 µmole,72.0 µmole,31.5 µmole,65.8 µmole,175.8 µmole,247.5 µmole,37.5 µmole
5/10/2022,2430.0 µmole,0.0 µmole,63.8 µmole,27.9 µmole,56.3 µmole,157.6 µmole,223.2 µmole,33.9 µmole
5/10/2022,2002.7 µmole,0.0 µmole,56.2 µmole,25.8 µmole,46.7 µmole,134.1 µmole,186.1 µmole,29.6 µmole
5/10/2022,1682.3 µmole,0.0 µmole,48.0 µmole,27.9 µmole,40.5 µmole,117.3 µmole,156.6 µmole,27.4 µmole
5/10/2022,1388.6 µmole,0.0 µmole,38.0 µmole,36.8 µmole,34.8 µmole,102.9 µmole,133.2 µmole,25.3 µmole
5/10/2022,1255.0 µmole,0.0 µmole,31.9 µmole,42.6 µmole,32.4 µmole,96.8 µmole,122.6 µmole,24.8 µmole
5/10/2022,1268.4 µmole,0.0 µmole,32.2 µmole,39.3 µmole,32.9 µmole,98.5 µmole,123.1 µmole,25.3 µmole
5/11/2022,1361.9 µmole,0.0 µmole,36.7 µmole,30.4 µmole,33.9 µmole,103.5 µmole,128.6 µmole,26.9 µmole
5/11/2022,1642.2 µmole,1.2 µmole,47.3 µmole,17.0 µmole,38.6 µmole,114.5 µmole,143.8 µmole,30.9 µmole
5/11/2022,2189.6 µmole,11.6 µmole,58.3 µmole,16.1 µmole,49.1 µmole,132.6 µmole,170.7 µmole,38.5 µmole
5/11/2022,2349.9 µmole,15.2 µmole,67.2 µmole,47.2 µmole,58.2 µmole,135.9 µmole,174.7 µmole,39.5 µmole
5/11/2022,1134.9 µmole,3.7 µmole,33.2 µmole,141.6 µmole,64.9 µmole,94.2 µmole,112.4 µmole,18.5 µmole
5/11/2022,948.0 µmole,2.0 µmole,23.0 µmole,211.7 µmole,64.9 µmole,101.0 µmole,117.3 µmole,14.1 µmole
5/11/2022,907.9 µmole,1.3 µmole,18.5 µmole,277.5 µmole,64.9 µmole,118.5 µmole,134.7 µmole,12.8 µmole
5/11/2022,841.1 µmole,0.9 µmole,14.2 µmole,300.4 µmole,52.5 µmole,118.5 µmole,135.8 µmole,11.0 µmole
5/11/2022,827.8 µmole,0.8 µmole,14.9 µmole,314.7 µmole,48.2 µmole,116.1 µmole,136.9 µmole,10.4 µmole
5/11/2022,854.5 µmole,0.6 µmole,16.5 µmole,326.2 µmole,49.6 µmole,118.9 µmole,142.6 µmole,10.5 µmole
5/11/2022,814.4 µmole,0.5 µmole,15.1 µmole,300.4 µmole,41.0 µmole,109.4 µmole,135.7 µmole,10.1 µmole
5/11/2022,787.7 µmole,0.5 µmole,16.1 µmole,271.8 µmole,34.8 µmole,102.8 µmole,129.4 µmole,10.1 µmole
5/11/2022,794.4 µmole,0.3 µmole,18.9 µmole,246.1 µmole,32.0 µmole,98.8 µmole,125.4 µmole,10.8 µmole
5/11/2022,1081.5 µmole,0.1 µmole,36.7 µmole,206.0 µmole,51.0 µmole,107.9 µmole,140.0 µmole,15.7 µmole
5/11/2022,1615.5 µmole,0.0 µmole,53.5 µmole,183.1 µmole,89.7 µmole,141.7 µmole,185.2 µmole,24.6 µmole
5/11/2022,1895.9 µmole,0.0 µmole,56.9 µmole,173.1 µmole,114.4 µmole,169.4 µmole,222.2 µmole,29.4 µmole
5/11/2022,1668.9 µmole,0.0 µmole,49.4 µmole,157.4 µmole,98.2 µmole,158.2 µmole,206.3 µmole,27.6 µmole
5/11/2022,1401.9 µmole,0.0 µmole,41.1 µmole,130.2 µmole,68.7 µmole,134.7 µmole,171.8 µmole,25.6 µmole
5/11/2022,1201.6 µmole,0.0 µmole,32.6 µmole,118.7 µmole,49.1 µmole,117.8 µmole,142.9 µmole,23.1 µmole
5/11/2022,988.0 µmole,0.0 µmole,24.3 µmole,124.5 µmole,37.7 µmole,106.1 µmole,122.3 µmole,20.3 µmole
5/11/2022,907.9 µmole,0.0 µmole,19.7 µmole,124.5 µmole,32.9 µmole,99.2 µmole,113.0 µmole,19.8 µmole
5/11/2022,881.2 µmole,0.0 µmole,18.3 µmole,115.9 µmole,32.4 µmole,92.9 µmole,105.9 µmole,20.5 µmole
5/11/2022,894.6 µmole,0.0 µmole,19.4 µmole,107.3 µmole,35.3 µmole,90.2 µmole,103.2 µmole,21.5 µmole
5/11/2022,921.3 µmole,0.0 µmole,20.6 µmole,100.1 µmole,37.2 µmole,90.1 µmole,103.4 µmole,22.6 µmole
5/12/2022,948.0 µmole,0.0 µmole,22.3 µmole,95.8 µmole,37.2 µmole,91.6 µmole,105.5 µmole,23.8 µmole
5/12/2022,1068.1 µmole,0.1 µmole,28.5 µmole,86.6 µmole,40.1 µmole,95.9 µmole,112.4 µmole,26.1 µmole
5/12/2022,1335.1 µmole,1.6 µmole,42.2 µmole,78.0 µmole,52.5 µmole,106.4 µmole,128.5 µmole,29.6 µmole
5/12/2022,1508.7 µmole,4.9 µmole,50.7 µmole,94.4 µmole,73.4 µmole,117.0 µmole,142.0 µmole,29.6 µmole
5/12/2022,1121.5 µmole,3.6 µmole,36.3 µmole,158.8 µmole,77.3 µmole,109.7 µmole,127.8 µmole,19.5 µmole
5/12/2022,1001.4 µmole,2.2 µmole,26.1 µmole,223.2 µmole,67.7 µmole,115.3 µmole,132.2 µmole,16.5 µmole
5/12/2022,934.6 µmole,1.3 µmole,18.9 µmole,289.0 µmole,59.1 µmole,127.9 µmole,144.3 µmole,15.2 µmole
5/12/2022,841.1 µmole,0.8 µmole,13.0 µmole,303.3 µmole,42.9 µmole,125.2 µmole,145.5 µmole,13.7 µmole
5/12/2022,801.1 µmole,0.7 µmole,12.9 µmole,303.3 µmole,37.7 µmole,120.0 µmole,147.2 µmole,12.8 µmole
5/12/2022,781.1 µmole,0.6 µmole,12.7 µmole,300.4 µmole,35.8 µmole,116.7 µmole,147.9 µmole,12.3 µmole
5/12/2022,694.3 µmole,0.6 µmole,11.0 µmole,254.6 µmole,27.7 µmole,102.9 µmole,136.8 µmole,11.4 µmole
5/12/2022,680.9 µmole,0.6 µmole,13.0 µmole,223.2 µmole,25.8 µmole,97.4 µmole,133.6 µmole,11.8 µmole
5/12/2022,701.0 µmole,0.5 µmole,16.3 µmole,194.6 µmole,25.8 µmole,93.4 µmole,132.5 µmole,12.3 µmole
5/12/2022,1054.8 µmole,0.3 µmole,36.7 µmole,158.8 µmole,42.4 µmole,104.7 µmole,151.4 µmole,17.7 µmole
5/12/2022,1628.9 µmole,0.0 µmole,56.9 µmole,125.9 µmole,74.4 µmole,135.8 µmole,193.9 µmole,27.6 µmole
5/12/2022,2082.8 µmole,0.0 µmole,64.4 µmole,118.7 µmole,101.1 µmole,174.2 µmole,243.8 µmole,35.0 µmole
5/12/2022,1976.0 µmole,0.0 µmole,52.8 µmole,134.5 µmole,98.2 µmole,186.6 µmole,255.9 µmole,33.9 µmole
5/12/2022,1709.0 µmole,0.0 µmole,48.0 µmole,131.6 µmole,84.9 µmole,171.3 µmole,230.8 µmole,30.9 µmole
5/12/2022,1468.7 µmole,0.0 µmole,41.5 µmole,118.7 µmole,66.8 µmole,154.1 µmole,203.3 µmole,28.1 µmole
5/12/2022,1241.7 µmole,0.0 µmole,31.2 µmole,110.2 µmole,48.6 µmole,141.0 µmole,175.6 µmole,25.6 µmole
5/12/2022,1161.6 µmole,0.0 µmole,24.7 µmole,108.7 µmole,40.5 µmole,136.5 µmole,162.5 µmole,25.1 µmole
5/12/2022,1134.9 µmole,0.0 µmole,21.1 µmole,108.7 µmole,37.7 µmole,137.1 µmole,159.2 µmole,25.3 µmole
5/12/2022,1148.2 µmole,0.0 µmole,20.7 µmole,105.9 µmole,36.7 µmole,141.0 µmole,161.6 µmole,26.1 µmole
5/12/2022,1188.3 µmole,0.0 µmole,21.3 µmole,103.0 µmole,36.2 µmole,146.4 µmole,166.2 µmole,26.4 µmole
5/13/2022,1241.7 µmole,0.0 µmole,23.7 µmole,97.3 µmole,36.2 µmole,153.2 µmole,173.2 µmole,27.1 µmole
5/13/2022,1428.6 µmole,0.1 µmole,32.6 µmole,85.8 µmole,40.5 µmole,165.7 µmole,189.2 µmole,30.2 µmole
5/13/2022,1869.2 µmole,2.2 µmole,52.1 µmole,78.7 µmole,52.0 µmole,190.6 µmole,221.9 µmole,36.0 µmole
5/13/2022,2136.2 µmole,5.7 µmole,63.1 µmole,111.6 µmole,65.8 µmole,209.9 µmole,244.2 µmole,37.0 µmole
5/13/2022,1482.0 µmole,3.6 µmole,42.8 µmole,197.4 µmole,73.4 µmole,181.9 µmole,211.4 µmole,26.4 µmole
5/13/2022,1415.3 µmole,2.8 µmole,38.7 µmole,280.4 µmole,84.9 µmole,193.0 µmole,226.9 µmole,24.6 µmole
5/13/2022,1535.4 µmole,1.7 µmole,34.3 µmole,423.4 µmole,104.0 µmole,249.4 µmole,287.9 µmole,25.3 µmole
5/13/2022,1308.4 µmole,1.0 µmole,22.3 µmole,457.8 µmole,84.9 µmole,232.3 µmole,274.3 µmole,19.8 µmole
5/13/2022,1028.1 µmole,0.7 µmole,15.8 µmole,389.1 µmole,55.3 µmole,181.3 µmole,221.7 µmole,15.3 µmole
5/13/2022,774.4 µmole,0.5 µmole,11.3 µmole,300.4 µmole,31.5 µmole,135.9 µmole,172.9 µmole,13.7 µmole
5/13/2022,560.8 µmole,0.5 µmole,8.7 µmole,220.3 µmole,18.8 µmole,85.7 µmole,121.4 µmole,11.5 µmole
5/13/2022,514.0 µmole,0.6 µmole,10.7 µmole,194.6 µmole,18.4 µmole,66.1 µmole,101.8 µmole,10.1 µmole
5/13/2022,507.4 µmole,0.6 µmole,14.1 µmole,181.7 µmole,19.6 µmole,56.7 µmole,92.3 µmole,9.3 µmole
5/13/2022,821.1 µmole,0.4 µmole,31.9 µmole,147.3 µmole,31.0 µmole,61.9 µmole,102.0 µmole,13.8 µmole
5/13/2022,1268.4 µmole,0.0 µmole,45.9 µmole,108.7 µmole,45.3 µmole,79.4 µmole,128.3 µmole,21.8 µmole
5/13/2022,1562.1 µmole,0.0 µmole,49.4 µmole,90.1 µmole,54.8 µmole,98.7 µmole,154.4 µmole,28.1 µmole
5/13/2022,2510.1 µmole,0.0 µmole,77.5 µmole,53.6 µmole,81.1 µmole,152.8 µmole,224.3 µmole,42.1 µmole
5/13/2022,3738.4 µmole,1.5 µmole,111.0 µmole,11.0 µmole,109.7 µmole,218.9 µmole,315.6 µmole,53.7 µmole
5/13/2022,4005.4 µmole,12.0 µmole,113.8 µmole,0.3 µmole,110.6 µmole,233.3 µmole,344.0 µmole,49.1 µmole
5/13/2022,3524.8 µmole,16.3 µmole,106.9 µmole,0.0 µmole,92.5 µmole,200.2 µmole,304.1 µmole,38.0 µmole
5/13/2022,3044.1 µmole,16.1 µmole,90.5 µmole,0.0 µmole,78.2 µmole,174.0 µmole,268.6 µmole,33.4 µmole
5/13/2022,2830.5 µmole,19.0 µmole,76.1 µmole,0.0 µmole,76.3 µmole,164.4 µmole,251.8 µmole,33.9 µmole
5/13/2022,2643.6 µmole,19.2 µmole,66.5 µmole,0.0 µmole,74.4 µmole,154.6 µmole,234.9 µmole,34.5 µmole
5/13/2022,2296.5 µmole,16.5 µmole,59.6 µmole,0.0 µmole,64.9 µmole,133.9 µmole,207.3 µmole,29.9 µmole
5/14/2022,1922.6 µmole,14.1 µmole,52.1 µmole,0.1 µmole,52.5 µmole,108.9 µmole,174.4 µmole,27.1 µmole
5/14/2022,2082.8 µmole,23.0 µmole,48.7 µmole,0.5 µmole,53.9 µmole,109.5 µmole,176.9 µmole,30.9 µmole
5/14/2022,3578.2 µmole,67.1 µmole,58.3 µmole,3.4 µmole,81.1 µmole,171.7 µmole,264.1 µmole,44.6 µmole
5/14/2022,5821.2 µmole,110.9 µmole,112.4 µmole,12.3 µmole,114.4 µmole,280.2 µmole,397.9 µmole,57.3 µmole
5/14/2022,1922.6 µmole,13.4 µmole,94.6 µmole,124.5 µmole,146.9 µmole,135.8 µmole,189.7 µmole,32.4 µmole
5/14/2022,1949.3 µmole,8.1 µmole,87.7 µmole,237.5 µmole,165.9 µmole,170.3 µmole,225.1 µmole,32.9 µmole
5/14/2022,1789.1 µmole,2.7 µmole,51.4 µmole,423.4 µmole,141.1 µmole,228.4 µmole,283.2 µmole,28.6 µmole
5/14/2022,807.8 µmole,0.7 µmole,11.8 µmole,309.0 µmole,41.5 µmole,124.0 µmole,163.8 µmole,13.3 µmole
5/14/2022,574.1 µmole,0.6 µmole,7.0 µmole,240.3 µmole,20.3 µmole,81.8 µmole,116.6 µmole,9.8 µmole
5/14/2022,514.0 µmole,0.5 µmole,6.4 µmole,214.6 µmole,16.2 µmole,66.8 µmole,97.9 µmole,8.6 µmole
5/14/2022,487.3 µmole,0.6 µmole,7.0 µmole,203.1 µmole,15.7 µmole,59.2 µmole,87.1 µmole,7.8 µmole
5/14/2022,500.7 µmole,0.6 µmole,9.4 µmole,203.1 µmole,18.1 µmole,58.7 µmole,85.8 µmole,8.0 µmole
5/14/2022,534.1 µmole,0.4 µmole,12.2 µmole,206.0 µmole,20.0 µmole,60.7 µmole,87.8 µmole,8.4 µmole
5/14/2022,814.4 µmole,0.2 µmole,27.1 µmole,188.8 µmole,32.9 µmole,73.0 µmole,104.7 µmole,13.1 µmole
5/14/2022,1068.1 µmole,0.0 µmole,32.2 µmole,161.7 µmole,41.5 µmole,85.6 µmole,123.3 µmole,18.2 µmole
5/14/2022,1148.2 µmole,0.0 µmole,31.2 µmole,141.6 µmole,42.0 µmole,88.1 µmole,128.4 µmole,21.0 µmole
5/14/2022,1455.3 µmole,0.0 µmole,40.1 µmole,108.7 µmole,46.7 µmole,98.1 µmole,143.9 µmole,26.6 µmole
5/14/2022,1895.9 µmole,0.0 µmole,54.2 µmole,73.0 µmole,55.3 µmole,116.5 µmole,171.1 µmole,31.9 µmole
5/14/2022,2029.4 µmole,0.0 µmole,60.3 µmole,53.6 µmole,55.8 µmole,121.3 µmole,177.0 µmole,30.7 µmole
5/14/2022,2136.2 µmole,0.0 µmole,69.9 µmole,26.1 µmole,55.8 µmole,126.4 µmole,181.3 µmole,26.4 µmole
5/14/2022,2323.2 µmole,1.7 µmole,74.7 µmole,4.4 µmole,60.1 µmole,138.5 µmole,197.6 µmole,25.8 µmole
5/14/2022,2430.0 µmole,7.8 µmole,70.6 µmole,0.2 µmole,63.9 µmole,148.0 µmole,214.1 µmole,27.9 µmole
5/14/2022,2510.1 µmole,14.1 µmole,65.1 µmole,0.0 µmole,67.7 µmole,154.5 µmole,229.2 µmole,33.9 µmole
5/14/2022,2349.9 µmole,16.5 µmole,59.0 µmole,0.0 µmole,63.9 µmole,149.0 µmole,226.7 µmole,39.0 µmole
5/15/2022,2162.9 µmole,17.4 µmole,52.1 µmole,0.0 µmole,57.7 µmole,137.3 µmole,211.8 µmole,41.5 µmole
5/15/2022,2456.7 µmole,29.5 µmole,50.7 µmole,0.3 µmole,64.9 µmole,147.2 µmole,227.2 µmole,49.7 µmole
5/15/2022,3845.2 µmole,68.8 µmole,59.6 µmole,3.4 µmole,92.5 µmole,200.8 µmole,308.0 µmole,61.8 µmole
5/15/2022,5340.6 µmole,91.2 µmole,108.3 µmole,15.4 µmole,116.4 µmole,262.9 µmole,393.0 µmole,62.3 µmole
5/15/2022,1562.1 µmole,7.3 µmole,52.1 µmole,128.8 µmole,62.0 µmole,93.3 µmole,153.3 µmole,26.1 µmole
5/15/2022,1041.4 µmole,2.4 µmole,26.4 µmole,211.7 µmole,49.1 µmole,81.9 µmole,138.2 µmole,20.3 µmole
5/15/2022,741.0 µmole,1.2 µmole,14.9 µmole,248.9 µmole,36.2 µmole,71.7 µmole,125.4 µmole,17.7 µmole
5/15/2022,340.5 µmole,0.5 µmole,4.9 µmole,164.5 µmole,11.4 µmole,38.3 µmole,81.8 µmole,6.0 µmole
5/15/2022,297.1 µmole,0.5 µmole,4.3 µmole,148.8 µmole,9.5 µmole,32.5 µmole,75.9 µmole,3.8 µmole
5/15/2022,293.7 µmole,0.6 µmole,4.7 µmole,147.3 µmole,10.0 µmole,32.3 µmole,78.0 µmole,3.6 µmole
5/15/2022,360.5 µmole,0.9 µmole,8.8 µmole,150.2 µmole,14.9 µmole,35.0 µmole,83.8 µmole,4.9 µmole
5/15/2022,474.0 µmole,1.3 µmole,16.5 µmole,148.8 µmole,21.9 µmole,39.3 µmole,92.3 µmole,6.9 µmole
5/15/2022,580.8 µmole,1.2 µmole,24.0 µmole,131.6 µmole,26.0 µmole,41.3 µmole,98.1 µmole,8.4 µmole
5/15/2022,1976.0 µmole,4.1 µmole,90.5 µmole,46.5 µmole,51.5 µmole,78.7 µmole,156.4 µmole,24.1 µmole
5/15/2022,3952.0 µmole,34.0 µmole,115.2 µmole,0.5 µmole,91.6 µmole,152.2 µmole,267.4 µmole,44.1 µmole
5/15/2022,5554.2 µmole,71.5 µmole,108.3 µmole,0.0 µmole,125.9 µmole,229.1 µmole,388.0 µmole,60.8 µmole
5/15/2022,7156.4 µmole,106.4 µmole,116.5 µmole,0.0 µmole,162.1 µmole,317.9 µmole,520.1 µmole,75.0 µmole
5/15/2022,8117.7 µmole,127.0 µmole,126.1 µmole,0.0 µmole,175.5 µmole,368.7 µmole,588.0 µmole,69.9 µmole
5/15/2022,7263.2 µmole,111.8 µmole,128.9 µmole,0.0 µmole,145.0 µmole,321.8 µmole,496.3 µmole,51.7 µmole
5/15/2022,4165.7 µmole,44.7 µmole,109.7 µmole,0.0 µmole,78.2 µmole,169.9 µmole,263.8 µmole,33.9 µmole
5/15/2022,2777.1 µmole,25.5 µmole,82.3 µmole,0.0 µmole,55.8 µmole,115.5 µmole,187.7 µmole,29.4 µmole
5/15/2022,1869.2 µmole,11.7 µmole,62.4 µmole,0.2 µmole,45.3 µmole,86.8 µmole,149.1 µmole,26.1 µmole
5/15/2022,1121.5 µmole,0.9 µmole,42.5 µmole,14.7 µmole,35.8 µmole,67.5 µmole,126.2 µmole,22.3 µmole
5/15/2022,680.9 µmole,0.0 µmole,22.3 µmole,50.1 µmole,28.4 µmole,60.5 µmole,127.5 µmole,18.2 µmole
5/16/2022,507.4 µmole,0.0 µmole,16.3 µmole,75.1 µmole,24.6 µmole,62.4 µmole,162.2 µmole,15.1 µmole
5/16/2022,454.0 µmole,0.0 µmole,16.6 µmole,80.8 µmole,25.0 µmole,66.1 µmole,211.3 µmole,14.2 µmole
5/16/2022,600.8 µmole,0.3 µmole,24.7 µmole,69.4 µmole,31.5 µmole,72.8 µmole,243.2 µmole,16.1 µmole
5/16/2022,701.0 µmole,1.4 µmole,29.1 µmole,68.7 µmole,37.2 µmole,79.2 µmole,268.5 µmole,16.7 µmole
5/16/2022,647.5 µmole,1.5 µmole,24.7 µmole,88.0 µmole,35.3 µmole,81.6 µmole,285.8 µmole,14.3 µmole
5/16/2022,560.8 µmole,0.8 µmole,19.7 µmole,104.4 µmole,32.0 µmole,84.8 µmole,307.2 µmole,12.8 µmole
5/16/2022,480.7 µmole,0.5 µmole,15.9 µmole,113.0 µmole,27.4 µmole,87.3 µmole,327.3 µmole,11.4 µmole
5/16/2022,387.2 µmole,0.6 µmole,11.3 µmole,118.7 µmole,20.3 µmole,78.8 µmole,294.7 µmole,8.0 µmole
5/16/2022,367.2 µmole,0.9 µmole,9.4 µmole,135.9 µmole,18.4 µmole,72.1 µmole,261.3 µmole,6.5 µmole
5/16/2022,367.2 µmole,0.9 µmole,8.7 µmole,155.9 µmole,18.1 µmole,70.4 µmole,250.1 µmole,6.2 µmole
5/16/2022,363.8 µmole,0.8 µmole,9.0 µmole,157.4 µmole,17.4 µmole,65.0 µmole,224.0 µmole,5.8 µmole
5/16/2022,413.9 µmole,0.8 µmole,14.1 µmole,154.5 µmole,22.4 µmole,64.3 µmole,211.7 µmole,6.7 µmole
5/16/2022,500.7 µmole,0.4 µmole,23.3 µmole,171.7 µmole,40.5 µmole,77.1 µmole,235.4 µmole,8.2 µmole
5/16/2022,1081.5 µmole,0.1 µmole,47.3 µmole,183.1 µmole,65.8 µmole,128.0 µmole,303.1 µmole,17.5 µmole
5/16/2022,1695.6 µmole,0.0 µmole,53.5 µmole,157.4 µmole,72.5 µmole,182.6 µmole,336.0 µmole,28.4 µmole
5/16/2022,1976.0 µmole,0.0 µmole,51.4 µmole,120.2 µmole,71.5 µmole,202.0 µmole,319.8 µmole,34.5 µmole
5/16/2022,2109.5 µmole,0.0 µmole,52.8 µmole,91.6 µmole,70.6 µmole,201.1 µmole,295.1 µmole,37.0 µmole
5/16/2022,2483.4 µmole,0.0 µmole,65.8 µmole,70.1 µmole,82.0 µmole,226.5 µmole,314.0 µmole,41.5 µmole
5/16/2022,2723.7 µmole,0.0 µmole,80.9 µmole,58.7 µmole,86.8 µmole,257.6 µmole,339.6 µmole,40.5 µmole
5/16/2022,2803.8 µmole,0.0 µmole,87.7 µmole,46.5 µmole,73.4 µmole,280.3 µmole,356.2 µmole,34.5 µmole
5/16/2022,2990.7 µmole,0.0 µmole,85.7 µmole,31.1 µmole,62.0 µmole,301.6 µmole,378.0 µmole,32.4 µmole
5/16/2022,3150.9 µmole,0.0 µmole,83.6 µmole,20.0 µmole,58.2 µmole,323.0 µmole,402.8 µmole,34.5 µmole
5/16/2022,3418.0 µmole,0.6 µmole,89.1 µmole,8.1 µmole,62.0 µmole,351.8 µmole,441.0 µmole,38.0 µmole
5/16/2022,3524.8 µmole,2.4 µmole,85.0 µmole,2.4 µmole,58.7 µmole,367.9 µmole,460.1 µmole,37.0 µmole
5/17/2022,3337.9 µmole,5.5 µmole,74.0 µmole,0.9 µmole,51.5 µmole,361.4 µmole,449.3 µmole,36.0 µmole
5/17/2022,3311.2 µmole,15.9 µmole,65.1 µmole,2.5 µmole,53.9 µmole,349.2 µmole,437.8 µmole,41.5 µmole
5/17/2022,4486.1 µmole,43.4 µmole,82.3 µmole,7.7 µmole,76.3 µmole,399.6 µmole,509.4 µmole,56.2 µmole
5/17/2022,5661.0 µmole,49.2 µmole,128.9 µmole,29.7 µmole,102.0 µmole,465.1 µmole,594.3 µmole,64.9 µmole
5/17/2022,2136.2 µmole,10.6 µmole,94.6 µmole,141.6 µmole,175.5 µmole,273.9 µmole,373.4 µmole,35.5 µmole
5/17/2022,1762.4 µmole,7.3 µmole,87.7 µmole,211.7 µmole,206.0 µmole,272.1 µmole,370.2 µmole,27.1 µmole
5/17/2022,1562.1 µmole,5.3 µmole,85.0 µmole,266.1 µmole,240.3 µmole,282.9 µmole,374.5 µmole,22.6 µmole
5/17/2022,1054.8 µmole,2.4 µmole,45.2 µmole,277.5 µmole,160.2 µmole,211.3 µmole,328.7 µmole,16.7 µmole
5/17/2022,854.5 µmole,1.2 µmole,26.7 µmole,286.1 µmole,104.9 µmole,183.6 µmole,328.9 µmole,12.7 µmole
5/17/2022,867.8 µmole,0.9 µmole,22.6 µmole,306.1 µmole,86.8 µmole,184.7 µmole,340.3 µmole,12.2 µmole
5/17/2022,961.3 µmole,1.1 µmole,29.8 µmole,294.7 µmole,90.6 µmole,182.5 µmole,339.2 µmole,14.1 µmole
5/17/2022,988.0 µmole,1.7 µmole,39.4 µmole,223.2 µmole,99.2 µmole,154.0 µmole,300.5 µmole,14.6 µmole
5/17/2022,854.5 µmole,1.4 µmole,37.7 µmole,160.2 µmole,83.0 µmole,123.1 µmole,257.5 µmole,12.7 µmole
5/17/2022,907.9 µmole,0.4 µmole,35.6 µmole,147.3 µmole,66.8 µmole,122.7 µmole,224.9 µmole,13.8 µmole
5/17/2022,1041.4 µmole,0.0 µmole,37.0 µmole,123.0 µmole,66.8 µmole,117.1 µmole,187.5 µmole,16.7 µmole
5/17/2022,1108.2 µmole,0.0 µmole,36.7 µmole,110.2 µmole,66.8 µmole,116.4 µmole,180.9 µmole,18.5 µmole
5/17/2022,1201.6 µmole,0.0 µmole,35.0 µmole,110.2 µmole,61.0 µmole,127.3 µmole,187.6 µmole,21.0 µmole
5/17/2022,1375.2 µmole,0.0 µmole,35.3 µmole,113.0 µmole,56.3 µmole,146.5 µmole,197.4 µmole,24.6 µmole
5/17/2022,1415.3 µmole,0.0 µmole,36.3 µmole,115.9 µmole,56.3 µmole,155.5 µmole,196.0 µmole,24.6 µmole
5/17/2022,1308.4 µmole,0.0 µmole,34.6 µmole,114.4 µmole,53.9 µmole,150.1 µmole,182.6 µmole,21.8 µmole
5/17/2022,1215.0 µmole,0.0 µmole,31.5 µmole,105.9 µmole,51.0 µmole,141.5 µmole,170.7 µmole,21.8 µmole
5/17/2022,1108.2 µmole,0.0 µmole,27.4 µmole,97.3 µmole,45.8 µmole,132.0 µmole,161.2 µmole,22.0 µmole
5/17/2022,1161.6 µmole,0.0 µmole,27.4 µmole,80.1 µmole,40.1 µmole,132.4 µmole,166.5 µmole,22.6 µmole
5/17/2022,1348.5 µmole,0.0 µmole,33.6 µmole,58.7 µmole,38.6 µmole,142.4 µmole,184.4 µmole,23.8 µmole
5/18/2022,1628.9 µmole,0.0 µmole,45.2 µmole,36.8 µmole,42.9 µmole,157.4 µmole,208.7 µmole,26.9 µmole
5/18/2022,2323.2 µmole,5.1 µmole,68.6 µmole,10.7 µmole,58.7 µmole,190.6 µmole,258.9 µmole,36.5 µmole
5/18/2022,3631.6 µmole,32.2 µmole,89.1 µmole,8.3 µmole,82.0 µmole,243.6 µmole,338.7 µmole,51.7 µmole
5/18/2022,4272.5 µmole,39.3 µmole,117.9 µmole,34.0 µmole,94.4 µmole,261.1 µmole,371.9 µmole,55.2 µmole
5/18/2022,1949.3 µmole,10.8 µmole,80.2 µmole,121.6 µmole,121.1 µmole,169.2 µmole,250.5 µmole,29.4 µmole
5/18/2022,1789.1 µmole,7.3 µmole,78.8 µmole,211.7 µmole,148.8 µmole,185.4 µmole,265.4 µmole,28.4 µmole
5/18/2022,2029.4 µmole,4.7 µmole,83.6 µmole,357.6 µmole,185.0 µmole,248.0 µmole,330.3 µmole,31.2 µmole
5/18/2022,834.5 µmole,1.9 µmole,28.8 µmole,274.7 µmole,77.3 µmole,142.7 µmole,291.1 µmole,10.3 µmole
5/18/2022,647.5 µmole,1.0 µmole,16.6 µmole,271.8 µmole,51.0 µmole,131.5 µmole,304.7 µmole,7.2 µmole
5/18/2022,627.5 µmole,0.8 µmole,15.3 µmole,274.7 µmole,46.3 µmole,130.7 µmole,305.7 µmole,6.8 µmole
5/18/2022,587.5 µmole,0.6 µmole,14.9 µmole,257.5 µmole,39.1 µmole,122.2 µmole,295.5 µmole,6.6 µmole
5/18/2022,580.8 µmole,0.5 µmole,17.0 µmole,234.6 µmole,35.3 µmole,115.1 µmole,282.7 µmole,7.0 µmole
5/18/2022,600.8 µmole,0.3 µmole,20.7 µmole,208.9 µmole,34.3 µmole,108.6 µmole,270.4 µmole,7.9 µmole
5/18/2022,921.3 µmole,0.2 µmole,43.9 µmole,165.9 µmole,57.7 µmole,115.4 µmole,275.0 µmole,13.7 µmole
5/18/2022,1482.0 µmole,0.0 µmole,70.6 µmole,118.7 µmole,102.0 µmole,139.4 µmole,303.3 µmole,23.8 µmole
5/18/2022,1735.7 µmole,0.0 µmole,74.0 µmole,94.4 µmole,122.1 µmole,153.5 µmole,307.9 µmole,29.6 µmole
5/18/2022,1895.9 µmole,0.0 µmole,67.2 µmole,75.1 µmole,95.4 µmole,156.4 µmole,292.9 µmole,33.4 µmole
5/18/2022,2189.6 µmole,0.0 µmole,73.3 µmole,49.4 µmole,75.3 µmole,165.7 µmole,311.5 µmole,38.0 µmole
5/18/2022,2243.0 µmole,0.0 µmole,79.5 µmole,30.4 µmole,65.8 µmole,164.1 µmole,317.6 µmole,36.5 µmole
